00:00:00.000,47.930
00:00:00.004,47.721
00:00:00.008,47.930
00:00:00.012,47.721
00:00:00.016,47.302
00:00:00.020,46.884
00:00:00.024,46.884
00:00:00.028,46.674
00:00:00.032,46.256
00:00:00.036,46.256
00:00:00.040,46.046
00:00:00.044,45.419
00:00:00.048,45.628
00:00:00.052,45.209
00:00:00.056,45.419
00:00:00.060,45.000
00:00:00.064,45.209
00:00:00.068,44.581
00:00:00.072,44.581
00:00:00.076,44.581
00:00:00.080,44.581
00:00:00.084,44.581
00:00:00.088,44.791
00:00:00.092,43.953
00:00:00.096,44.163
00:00:00.100,43.953
00:00:00.104,43.744
00:00:00.108,43.535
00:00:00.112,43.744
00:00:00.116,43.326
00:00:00.120,43.744
00:00:00.124,43.326
00:00:00.128,42.907
00:00:00.132,42.698
00:00:00.136,42.907
00:00:00.140,42.488
00:00:00.144,42.907
00:00:00.148,42.279
00:00:00.152,42.698
00:00:00.156,42.279
00:00:00.160,42.488
00:00:00.164,42.279
00:00:00.168,42.698
00:00:00.172,42.279
00:00:00.176,42.279
00:00:00.180,42.070
00:00:00.184,42.279
00:00:00.188,41.860
00:00:00.192,42.070
00:00:00.196,41.233
00:00:00.200,41.651
00:00:00.204,42.070
00:00:00.208,41.233
00:00:00.212,41.860
00:00:00.216,41.023
00:00:00.220,41.442
00:00:00.224,41.442
00:00:00.228,42.070
00:00:00.232,42.907
00:00:00.236,44.581
00:00:00.240,45.628
00:00:00.244,47.512
00:00:00.248,49.605
00:00:00.252,51.907
00:00:00.256,54.000
00:00:00.260,56.302
00:00:00.264,59.023
00:00:00.268,62.163
00:00:00.272,65.093
00:00:00.276,67.605
00:00:00.280,71.163
00:00:00.284,74.093
00:00:00.288,77.651
00:00:00.292,81.000
00:00:00.296,84.349
00:00:00.300,88.116
00:00:00.304,91.465
00:00:00.308,93.977
00:00:00.312,97.326
00:00:00.316,99.628
00:00:00.320,101.512
00:00:00.324,103.186
00:00:00.328,104.860
00:00:00.332,105.698
00:00:00.336,105.698
00:00:00.340,105.907
00:00:00.344,105.907
00:00:00.348,105.279
00:00:00.352,104.651
00:00:00.356,103.186
00:00:00.360,102.139
00:00:00.364,100.884
00:00:00.368,99.837
00:00:00.372,98.791
00:00:00.376,96.279
00:00:00.380,94.814
00:00:00.384,93.558
00:00:00.388,92.093
00:00:00.392,89.791
00:00:00.396,88.953
00:00:00.400,87.488
00:00:00.404,86.233
00:00:00.408,84.767
00:00:00.412,83.093
00:00:00.416,81.628
00:00:00.420,80.581
00:00:00.424,79.326
00:00:00.428,78.070
00:00:00.432,76.395
00:00:00.436,75.558
00:00:00.440,74.721
00:00:00.444,73.046
00:00:00.448,72.837
00:00:00.452,71.791
00:00:00.456,70.535
00:00:00.460,70.116
00:00:00.464,68.860
00:00:00.468,68.233
00:00:00.472,67.605
00:00:00.476,66.977
00:00:00.480,65.512
00:00:00.484,65.512
00:00:00.488,64.465
00:00:00.492,63.837
00:00:00.496,63.000
00:00:00.500,62.372
00:00:00.504,61.953
00:00:00.508,61.326
00:00:00.512,60.698
00:00:00.516,59.860
00:00:00.520,58.814
00:00:00.524,58.814
00:00:00.528,58.186
00:00:00.532,57.558
00:00:00.536,57.349
00:00:00.540,57.140
00:00:00.544,56.721
00:00:00.548,56.093
00:00:00.552,56.093
00:00:00.556,55.674
00:00:00.560,55.256
00:00:00.564,55.046
00:00:00.568,54.837
00:00:00.572,54.837
00:00:00.576,54.419
00:00:00.580,54.628
00:00:00.584,54.419
00:00:00.588,54.628
00:00:00.592,54.000
00:00:00.596,54.209
00:00:00.600,54.419
00:00:00.604,54.209
00:00:00.608,54.209
00:00:00.612,54.628
00:00:00.616,54.419
00:00:00.620,54.837
00:00:00.624,55.046
00:00:00.628,55.256
00:00:00.632,55.884
00:00:00.636,55.674
00:00:00.640,56.302
00:00:00.644,56.302
00:00:00.648,56.512
00:00:00.652,56.930
00:00:00.656,57.767
00:00:00.660,57.140
00:00:00.664,57.767
00:00:00.668,57.977
00:00:00.672,58.395
00:00:00.676,57.977
00:00:00.680,58.814
00:00:00.684,58.395
00:00:00.688,59.023
00:00:00.692,58.605
00:00:00.696,58.814
00:00:00.700,58.814
00:00:00.704,59.442
00:00:00.708,58.814
00:00:00.712,59.442
00:00:00.716,59.651
00:00:00.720,59.442
00:00:00.724,59.651
00:00:00.728,59.651
00:00:00.732,59.651
00:00:00.736,59.233
00:00:00.740,59.442
00:00:00.744,59.442
00:00:00.748,59.023
00:00:00.752,59.023
00:00:00.756,59.442
00:00:00.760,59.023
00:00:00.764,58.605
00:00:00.768,59.023
00:00:00.772,58.605
00:00:00.776,58.186
00:00:00.780,58.395
00:00:00.784,57.977
00:00:00.788,57.977
00:00:00.792,57.349
00:00:00.796,57.140
00:00:00.800,57.140
00:00:00.804,56.721
00:00:00.808,56.512
00:00:00.812,56.302
00:00:00.816,55.674
00:00:00.820,55.465
00:00:00.824,55.465
00:00:00.828,54.837
00:00:00.832,54.628
00:00:00.836,54.419
00:00:00.840,54.419
00:00:00.844,53.372
00:00:00.848,53.372
00:00:00.852,52.953
00:00:00.856,52.953
00:00:00.860,52.326
00:00:00.864,52.116
00:00:00.868,51.698
00:00:00.872,51.698
00:00:00.876,51.070
00:00:00.880,51.070
00:00:00.884,51.070
00:00:00.888,50.442
00:00:00.892,50.023
00:00:00.896,49.605
